header,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
row_1,0.06751583489307915,0.09325682483398182,-0.1044289592949938,0.0608821732958542,-0.012508178874246706,0.001818524800292709,0.03971797549165988,0.02344876896466415,0.06439548895758676,0.05718516586623655,0.034448221262883355,0.01627310689794728,0.06535769157870637,0.01917249764064386,0.024636254183494605,0.01789577819718876,0.17094454755033808,0.0787340378109837,-0.02458782659984576,0.0612274650273374,0.08441131680847218,-0.0921317673029426,-0.015278509755875023,-0.013486035509262077,-0.028822990320136972,0.04406834781766433,0.06952642806111828,0.033164007878663165,-0.05269252976473618,0.04195476639005086,0.008401326633473465,-0.06874622818602319,0.05821926140538848,-0.028674386452696432,0.0634957053231048,0.015874223564856873,0.02930380297753199,0.037759243637920374,-0.03470951871079399,0.06220412018054088,0.007520952567602905,-0.016408235551314477,0.05909244763444603,-0.002426520081356992,0.0042580082405177695,0.06354442879612555,-0.012516843617025961,-0.038136434831367534,-0.05360226431762569,-0.002776249600232105,0.0003023281206744957,-0.008629728931096448,0.01907763926007715,-0.004136477109055906,0.017247258763557226,-0.020558075732482854,0.08299412171188922,0.07133657219432309,0.05363263535423815,0.011170097138377764,0.09145998404301385,0.044226733746350215,0.07760370551755813,0.07659996184879872,0.08607420907080462,0.01229715510868493,0.05898654280390324,0.08524459677439092,-0.0176435973835994,0.09766659536326704,0.10525946197239766,-0.0017916463355786977,0.023687650230926602,0.1017764068737165,0.06154920616234368,-0.06211874018065809,0.030592178034692136,0.03232690168982867
row_2,0.04209079628383951,0.11229364465357063,-0.009334026810392124,-0.029892425811561193,0.033606347674020924,-0.0073273967641162945,0.027223000996197982,0.042689261763106286,0.05771864371180845,0.08453775404966403,0.06461027617398821,0.036682873009502494,0.058192449755853505,0.056707329535955274,0.030177265397894382,0.029085115412441326,0.12447760661878557,0.17175078772782243,0.0357401932061131,0.022775389153977275,0.09910917756631682,-0.007067268677832014,-0.07415461758982285,-0.020203640642920496,-0.02940505082056776,0.01078734541912317,0.07709984145462516,0.07190333930950807,-0.010985632740997326,-0.005977902159360841,0.034591700727227746,-0.04044438349357178,-0.007638185361828434,0.021604465463884,0.025295065530270097,0.05498154488591059,0.030715144606104743,0.044806018554490075,0.0006532760155507529,0.017255629854226733,0.046415718616165516,-0.00674815223029595,0.029071009880402197,0.04173207687642168,0.001291057229558891,0.04601472223238927,0.03557177340059937,-0.03616938107092843,-0.06159346057797724,-0.0390935014885997,-0.0016829763786876187,-0.005540277801425004,0.007000720466324693,0.009719006727752777,0.009041091219706955,-0.0022016483679432267,0.043979991151305214,0.10493336994730107,0.08681842268621583,0.044237263266998325,0.07042052847754746,0.0946930958958829,0.08138605711631408,0.10268042284836315,0.10745909351268106,0.06731073418935689,0.048612691597919276,0.09914351742270675,0.04650679641922117,0.05797415917692936,0.1428934610213241,0.06985312996993058,0.014655920032329746,0.08537705704649466,0.11154730911422288,-0.001798293051845326,-0.021049401378448712,0.04411696284233402
row_3,0.08721883549896911,0.02925155424969972,0.025082505842350646,-0.03070376235204942,0.027904427949169287,0.014662955288274469,0.034776631065139264,0.06867847498717819,0.07850297698728585,0.08825971465194545,0.062386051301006926,0.06642183289591214,0.05671818823449787,0.05914363444769352,0.03364068665837961,0.11390731313692709,0.14652679760730797,0.12524141537242944,0.05940653701366585,0.0634867811648202,0.026544692204617897,-0.01384577167124414,-0.06661305537302334,-0.03232855331103002,0.0011877116200301767,0.04573411439710943,0.08115062484218058,0.029581195868010446,0.013822400215693,1.3100627894301053e-05,-0.010202580935892193,-0.0011523434590569176,-0.021978073835112064,0.05142434998707576,0.02950776515649882,0.06211385136796688,0.04446135322282388,0.0163509787018453,0.03403981051003328,0.017297775617457208,0.0292620696403426,0.02885359992781196,0.022931322141719414,0.03531684779515931,0.036690864000587714,0.030528176000436592,0.00532647577456781,-0.05826710920957251,-0.051283021361708384,-0.03059670042906077,-0.0058862802969091195,0.0055989679425088035,0.003287762021954549,0.01757669902896422,-0.004161937720084663,0.0458184588035489,0.07357344841247809,0.11302133693675892,0.07447645565259559,0.08378286643156596,0.08197944061323673,0.11285571826649736,0.10333914477011089,0.1283989992135841,0.09274265870987489,0.084768964247776,0.08573564996766486,0.07064450752775672,0.09180672605771642,0.10907178888742354,0.10783312338137038,0.06913423040581182,0.06671761892471653,0.09963006197035483,0.052679645573837905,0.015423947606753897,-0.000919169235133863,0.03695172720020777
row_4,0.09248881884944565,0.02199532610284054,0.05310312931524308,0.015756604213849296,-0.025581427505505867,0.041249428336909866,0.023793993847127014,0.05946018936169402,0.0858579762987734,0.08425952351952115,0.08316242243157125,0.08538692540053953,0.06457619192456732,0.06005649007440428,0.058481166753650456,0.10434274539360403,0.13492720953271425,0.11649959407025753,0.13131811522521766,0.08959660762300893,0.011053132991428922,0.015447633489185514,-0.018218040639817495,-0.07017235902093658,-0.006271358018586691,0.03336364983791214,0.055680958038347876,0.04584986632486713,0.04461834330893437,0.015851703273462015,-0.03353559941420193,0.019592417033376795,-0.013954170388992533,0.011971886001811614,0.05203231676166807,0.03981551710937,0.06950390036674758,0.021118579313422318,0.04204176544370046,0.03156086645990223,0.007670067012448737,0.05250340796369563,0.024048726437073807,0.021592884845381806,0.06043266401913091,0.025295031125963954,0.006432531683919717,-0.020915438610396894,-0.05074215124679224,-0.043465326357321726,-0.029480099181108686,0.0034980174032938696,0.002866171737755753,0.010780083710685357,0.005577692569331993,0.03622169284957384,0.07149071705216639,0.08781510567463914,0.10092986969054055,0.10529189854446545,0.09309029368290263,0.10333377450895181,0.1290452355824582,0.12690040798106128,0.11590349073787479,0.10424546879091529,0.11125194064173657,0.06609202680516765,0.10907089114268961,0.12891365686008177,0.08761495113148131,0.10220232823913084,0.10313084159655096,0.08488711466188051,0.05412969300064617,0.05880821772178333,0.027458287684380217,0.0010373517188054238
row_5,0.036353629082262,0.04404452643872984,0.04132236164209617,0.014827489415865282,-0.007767985389040888,0.04672316655847261,0.047167570920548255,0.0762901321963653,0.09205904904804324,0.08151508045512701,0.10098065812892476,0.08201231492289648,0.06801844392401242,0.05987250831508291,0.11811874579911238,0.12314761553549587,0.11173737265311631,0.12565528313665963,0.14970041080306118,0.040213710382955126,0.0036639725795492694,0.008058174844006836,-0.028459865963006592,-0.04532062325745631,0.02416672513412385,0.04418157709920037,0.02819224020663403,0.057982095807984885,0.0424895244494334,-0.01438893648033806,-0.0046461482926717715,0.005445045683408582,0.013969527305728143,0.017149606939692176,0.05873935369233044,0.050286896056845845,0.0463365930160269,0.04411694831268272,0.03917029235001893,0.022220765318876068,0.03222127154255341,0.04646543910044953,0.022677791848062595,0.045283093381126564,0.0483118403970134,0.004736372786977108,-0.0164201378542486,-0.019637555041342868,-0.044822703236891234,-0.04127696076858309,-0.01817869179200839,0.0014146128840460334,0.009261301569755447,0.0013073353777532312,0.03942896249447683,0.061139558735985165,0.0853716351650097,0.08183940649105788,0.1262910076478247,0.11227572289849183,0.11113987930564045,0.11933326317148943,0.1474202680793484,0.11756940210776279,0.12390320702492316,0.12618030266284136,0.09430150004651934,0.10225417100969944,0.14085998030867947,0.11132751292755994,0.08634570594815853,0.12884863194236001,0.11451975248594998,0.047218823308016446,0.06080413732041667,0.06428243868100487,0.02587740928742628,0.005598220578702665
row_6,0.0317429152057451,0.05506651618200663,0.03492916931646024,0.03834549393095937,0.02725994341063914,0.0018651982746562146,0.06628172248739027,0.06393977160272571,0.08356694128398637,0.08884121105128237,0.09880210485154305,0.09737444580128994,0.08273091283807792,0.06869208032929452,0.1171623928712486,0.13369420549572644,0.10545439792146695,0.12134420634069354,0.14396967663328503,0.1016366802499518,0.030619246307880356,-0.0017952868315732357,-0.003659888836769905,-0.00892991309918191,-0.014544782416519268,0.035527851843944226,0.020480652170504716,0.04158844674449702,0.05538079553347681,0.012808382227246878,0.009187709822083378,-0.01508839572639928,0.02934029968901933,0.01844282699690784,0.026828913099723392,0.06626709028959907,0.0319423468374174,0.0651911219022186,0.04199817405963297,0.0314312141543431,0.04263410845513001,0.02863806781796968,0.04338536003043887,0.04454880287616498,0.03672320206433513,0.027198477629116376,-0.015802721565124793,-0.01602644325429186,-0.017601531946915296,-0.04241436500275018,-0.03075059498420557,-0.017507715640479336,0.00724758265988272,0.0012598595915104052,0.032282778439614135,0.06131257604114729,0.0749129832472776,0.08040182381427625,0.10828745325230672,0.13150708907530664,0.1268786652055382,0.12586562631574716,0.13763831031543916,0.1376217092720517,0.12644449642414785,0.1420020541963815,0.10899786235397671,0.12414971043381413,0.1331820620540137,0.12464424742514205,0.10942720584907337,0.11198718869505712,0.1369117678530074,0.07906103823863853,0.05371174923660038,0.06676038577108057,0.060145044665906186,0.027333013554497687
row_7,0.04922255485270219,0.04592355553869405,0.032933524279448095,0.04802644251911469,0.033082157977743054,0.02374318634923873,0.080076813304045,0.07148336770908018,0.08167937763139618,0.10492735095611584,0.09603994303044008,0.09688933124761598,0.08166255125506039,0.12128915205393229,0.1327852744205843,0.11770290777840012,0.115326977498061,0.13975668170718564,0.09996027161740624,0.08758270152347922,0.023743722873916157,-0.011700319871223183,0.012487114190765286,0.01652400623509746,-0.0011648501030559703,0.014106667778323255,0.03344196870635817,0.040686099801892105,0.027167688420028587,0.032779240240298026,-0.0013420008694876697,0.009044009081565484,0.03223300913749087,0.02680212237822603,0.03673018996529078,0.049458887773919845,0.05060571626293079,0.06130122027735199,0.03467822404649664,0.049460487241480326,0.038760443752159444,0.02733705561571513,0.061845441089523806,0.03687707024421567,0.019092217841895315,0.00637142167399464,-0.015400597036456205,-0.014485411944953133,-0.018627765162507817,-0.03250900414574432,-0.0287995104991944,-0.010620813293303812,0.00021513742820294945,0.028669850106164615,0.05373969773067657,0.07387628374116637,0.07208448108835952,0.10513191692725064,0.11374618722782714,0.142854220556244,0.13975237377272198,0.1414961434167891,0.1305922950848341,0.14369472024592045,0.14246279785037264,0.12618099535510907,0.13488149214312212,0.14957014055757514,0.12085668776151215,0.12214298306347182,0.13013285061737276,0.12159661543732025,0.10263478270463489,0.08210281983943012,0.060108560639283166,0.06259105797681686,0.058664377406782764,0.0458251259007057
row_8,0.05390226736176189,0.041244029435835806,0.04375182545462614,0.042536818062359774,0.05257279553361876,0.05148950819578607,0.04012413151097869,0.08695127636642913,0.07153881120084596,0.09674869110534645,0.10252613572992596,0.09658721248548498,0.09536435227359613,0.12897509950251207,0.13681117523694303,0.11816800984209877,0.1263392803114452,0.13360392657522177,0.09944133507728346,0.08679238723174869,0.07752372008392447,0.012776414532681014,0.003584787526324105,0.03440734751917649,0.02698356070576684,-0.017866409654075835,0.027018209829037916,0.03350434782652525,0.015891600326863112,0.04522217170101703,0.021181389861175813,0.019523462596469573,0.013581132355307623,0.0393005107598768,0.03583643072104441,0.022958853508191344,0.06576417749105283,0.04889962837212806,0.05373580441133983,0.05180408962034194,0.045666161816701335,0.036965912479084984,0.04587214618242845,0.05373675306004763,0.020395400898592195,0.0006396034500919991,0.004948357696070004,-0.014093347205343706,-0.015945403940050805,-0.011257710727231642,-0.030739134481958252,-0.021754001199350795,-0.016117445248008944,0.025411065613034862,0.048799621456712274,0.06595919243489692,0.07215955733136531,0.09597839390037022,0.11060059087156712,0.1275800903205936,0.15376844829092198,0.15302310415117132,0.1362641765276981,0.13671441797238476,0.15838316970998248,0.12920595365951426,0.15036224288424022,0.15766977130266974,0.13920063740043806,0.11966377617168673,0.1417210915844489,0.13840025317919566,0.09117166400205165,0.10408887691189835,0.08619262068190296,0.056747307085248326,0.06175643861771132,0.07447442533352217
row_9,0.046058540088752396,0.03966740225078293,0.05225206515687765,0.0472193115322795,0.06952128362971806,0.06462806937404475,0.04883874675194037,0.0861937939330044,0.08661525420425381,0.0955827363030272,0.102661216279144,0.09629963368375473,0.13832345437454652,0.14331712034605537,0.12313902403315267,0.12665390841802013,0.1433398682004387,0.09766483241657817,0.08723454744543596,0.0778700461676997,0.06411572903516063,0.0256980827557338,0.024669813761785866,0.043163362430466264,0.009284807045063083,-0.003685837063004356,0.02769753123984537,0.010785479285388182,0.03314203714023348,0.033790632660353453,0.03907590612090036,0.023277780252530054,0.021489544819412065,0.04726796346813606,0.023511821385389674,0.039777463621285515,0.06374474077511039,0.04208942989281368,0.06837174207244237,0.04826930276535317,0.04396289133530198,0.05418408642335166,0.0398361082227992,0.037209365563528024,0.002815862881759952,-0.0002488207386447498,0.004704363726196339,-0.01558020589059625,-0.009322940663732994,-0.011488631467062416,-0.023948672526681786,-0.026405762302066517,0.008594861345236366,0.044646919886936316,0.06060391116322845,0.0651696869976108,0.0953466441271698,0.10188314666297707,0.12447044454084605,0.1403339026599002,0.16534292227244665,0.14761853916040124,0.14293013287882791,0.15214154356985254,0.14570731805824355,0.15174690750083675,0.17101148502400831,0.14840406277134147,0.13758909194350913,0.13890690505031256,0.14907219179008774,0.10911886016315976,0.0939951366637726,0.1070014615145559,0.08100348315759906,0.05647756345558455,0.07696639404902172,0.06553403187852962
row_10,0.047125202191073134,0.04432206803725454,0.04783940168490857,0.0557843365547897,0.06368415922380895,0.08088393602198402,0.07199532374782205,0.05061690677114922,0.09893418365526022,0.08613728281388625,0.09602491433791777,0.10182543995788078,0.13657413545617064,0.15176499600120197,0.12972373000832735,0.13075312788245447,0.1427128855943034,0.1093879770907612,0.08628894027397055,0.07870038314372775,0.06573376780330732,0.07369011386336496,0.04387943589266487,0.033353462163916305,0.025720918421678465,0.021194215505994388,-0.0009444579831885576,0.006125064526392332,0.027083434330264493,0.023144524433278597,0.04988907849376001,0.0415909481228776,0.03012726269392788,0.030167943765791773,0.0344690883188998,0.03916049842004266,0.039512043800967706,0.05669086410711068,0.056873889377620564,0.06420194174374988,0.04664661897305157,0.060126593475217135,0.04806551560929094,0.02518495929680516,0.019705628692561043,0.001818168212435342,-0.00014615010614585366,0.00202654910407157,-0.00937118516858754,-0.009706136613744108,-0.006251303392706329,-0.02838796291959085,-0.002869054718206629,0.02769026024838441,0.05622084175492881,0.06010367993994787,0.08674257023596553,0.10102682558091364,0.11556633441946774,0.13714468280642667,0.15288873597953276,0.1596220075357613,0.15366649404041935,0.15752998975485788,0.140547714887951,0.16565273183077633,0.170228478274857,0.1618198470879294,0.14615308689405843,0.15429883503809552,0.1451634253857712,0.1203786578182747,0.11129139498239074,0.09731293412656591,0.10053506482009525,0.07942800375104137,0.07041425459467676,0.06892136449858911
